Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,SYN Flag Count,URG Flag Count,Avg Packet Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
4252618,5,3,935.0,311.0,935.0,187.0,418.1447,311.0,103.666664,179.55594,292.9959716796875,1.8811941146850586,607516.9,1591901.8,4217494.0,4.0,4252618.0,1063154.5,2102958.8,4217498.0,21.0,34737.0,17368.5,24206.387,34485.0,252.0,0,168,104,1.1757463,0.7054478,935.0,138.44444,315.92014,99805.53,0,0,155.75,935,311,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7548,2,1,107.0,0.0,69.0,53.5,21.920311,0.0,0.0,0.0,14175.9406465289,397.4562798092,3774.0,5314.6147,7532.0,16.0,7548.0,7548.0,0.0,7548.0,7548.0,0.0,0.0,0.0,0.0,0.0,1,40,20,264.97086,132.48543,69.0,44.0,32.77194,1074.0,1,0,58.666668,107,0,119,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119054493,20,16,1313.0,2118.0,434.0,65.65,158.75844,706.0,132.375,284.5977,28.8187359716,0.3023825401,3401557.0,4646533.0,10004000.0,42.0,119054493.0,6266026.0,4687488.5,10015487.0,186.0,113272665.0,7551511.0,4272622.0,10016614.0,11672.0,0,412,464,0.1679903,0.13439225,706.0,92.72973,219.98935,48395.312,0,0,95.30556,1313,2118,8192,180,14,20,301077.1,960245.1,3196325.0,11457.0,9996425.0,24774.832,10004000.0,9921726.0
10141,3,4,326.0,129.0,326.0,108.666664,188.21619,112.0,32.25,53.767246,44867.37008,690.267232,1690.1666,3703.561,9239.0,1.0,608.0,304.0,343.6539,547.0,61.0,9619.0,3206.3333,5227.8604,9239.0,1.0,0,72,92,295.82883,394.43842,326.0,56.875,115.406654,13318.696,0,0,65.0,326,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22062,3,4,309.0,935.0,309.0,103.0,178.40123,935.0,233.75,467.5,56386.546875,317.28765869140625,3677.0,5962.905,14252.0,3.0,14577.0,7288.5,9847.876,14252.0,325.0,22056.0,7352.0,7277.6235,14574.0,20.0,0,72,92,135.98042,181.30722,935.0,155.5,333.0088,110894.86,0,0,177.71428,309,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6175698,10,7,1128.0,1581.0,661.0,112.8,205.13887,1173.0,225.85715,430.0986,438.6548694577,2.752725279,385981.12,956818.94,3709589.0,95.0,6175698.0,686188.7,1227666.6,3709589.0,132.0,6139534.0,1023255.7,1440593.9,3763672.0,38127.0,0,212,152,1.6192502,1.1334751,1173.0,150.5,303.43723,92074.15,0,0,159.35294,1128,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160035,2,2,64.0,320.0,32.0,32.0,0.0,160.0,160.0,0.0,2399.475115,24.99453245,53345.0,92352.95,159985.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,40,64,12.497266,12.497266,160.0,83.2,70.10849,4915.2,0,0,104.0,64,320,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99017798,7,6,371.0,11595.0,365.0,53.0,137.59724,4344.0,1932.5,1977.8129,120.8469613,0.131289528,8251483.0,28600000.0,99000000.0,3.0,99000000.0,16500000.0,40400000.0,99000000.0,3.0,25588.0,5117.6,6816.9585,13076.0,86.0,0,220,200,0.070694365,0.060595166,4344.0,854.7143,1565.7833,2451677.5,0,0,920.46155,371,11595,274,235,2,20,2005.0,0.0,2005.0,2005.0,99000000.0,0.0,99000000.0,99000000.0
4101766,5,3,935.0,328.0,935.0,187.0,418.1447,328.0,109.333336,189.3709,307.9161376953125,1.9503793716430664,585966.56,1516792.0,4025357.0,6.0,4101766.0,1025441.5,2000119.1,4025365.0,29.0,61330.0,30665.0,42881.785,60987.0,343.0,0,168,104,1.2189871,0.73139226,935.0,140.33333,317.1293,100571.0,0,0,157.875,935,328,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116105726,24,21,2112.0,7054.0,613.0,88.0,191.44258,1460.0,335.90475,538.42676,78.94528819,0.387577784,2638766.5,4367987.5,10000000.0,1.0,116000000.0,5048075.0,4982739.0,10000000.0,17.0,111000000.0,5548630.5,5088562.5,10100000.0,1.0,0,492,564,0.20670815,0.18086964,1460.0,199.26086,404.69266,163776.16,0,0,203.68889,2112,7054,8192,513,17,20,80499.75,185583.45,669367.0,21459.0,9594976.0,1412463.2,10000000.0,5110090.0
751644,2,2,80.0,112.0,40.0,40.0,0.0,56.0,56.0,0.0,255.4400753548,5.3216682366,250548.0,433023.97,750561.0,420.0,751224.0,751224.0,0.0,751224.0,751224.0,750981.0,750981.0,0.0,750981.0,750981.0,0,16,16,2.660834,2.660834,56.0,46.4,8.763561,76.8,0,0,58.0,80,112,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1,1,56.0,104.0,56.0,56.0,0.0,104.0,104.0,0.0,588235.294117647,7352.9411764706,272.0,0.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3676.4707,3676.4707,104.0,72.0,27.712812,768.0,0,0,108.0,56,104,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60845011,10,0,60.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.9861120741682502,0.164352012361375,6760557.0,8311205.0,19839872.0,0.0,60845012.0,6760557.0,8311205.0,19839872.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200,0,0.16435201,0.0,6.0,6.0,0.0,0.0,0,0,6.6,60,0,5840,0,9,20,1.3333334,0.57735026,2.0,1.0,15211252.0,3578942.2,19839872.0,11159908.0
38831,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.50524139404297,38831.0,0.0,38831.0,38831.0,38831.0,38831.0,0.0,38831.0,38831.0,0.0,0.0,0.0,0.0,0.0,0,64,0,51.50524,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,225,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60199897,9,7,1646.0,4215.0,821.0,182.88889,282.73993,1460.0,602.1429,654.51086,97.3589705644,0.2657811856,4013326.5,15474933.0,59951785.0,1.0,60199897.0,7524987.0,21183706.0,59951785.0,297.0,172755.0,28792.5,37319.176,101128.0,1.0,0,192,152,0.14950192,0.11627927,1460.0,344.7647,501.7621,251765.19,0,0,366.3125,1646,4215,8192,507,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11939231,4,4,309.0,972.0,309.0,77.25,154.5,972.0,243.0,486.0,107.2933424272,0.6700599059,1705604.4,2965359.8,6933720.0,6.0,6934505.0,2311501.8,4003362.0,6934186.0,41.0,11939225.0,3979741.8,3578638.5,6933720.0,321.0,0,136,136,0.33502996,0.33502996,972.0,142.33333,327.47824,107242.0,0,0,160.125,309,972,26883,219,1,32,327.0,0.0,327.0,327.0,6933720.0,0.0,6933720.0,6933720.0
17,1,1,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,58823.53,58823.53,6.0,6.0,0.0,0.0,0,1,9.0,6,6,114,254,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,15.0,18.384777,28.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,20,40,33333.332,66666.664,0.0,0.0,0.0,0.0,0,1,0.0,0,0,254,2051,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20967719,9,15,1789.0,1785.0,661.0,198.77777,270.9436,1173.0,119.0,300.21182,170.4524941411,1.1446166366,911639.94,2182943.2,9609211.0,3.0,1357832.0,169729.0,170935.4,506658.0,3.0,20967636.0,1497688.2,2668486.5,9609211.0,102075.0,0,204,324,0.42923123,0.7153854,1173.0,142.96,281.82092,79423.04,0,0,148.91667,1789,1785,8192,0,6,20,11358508.0,0.0,11358508.0,11358508.0,9609211.0,0.0,9609211.0,9609211.0
252,3,0,53.0,0.0,53.0,17.666666,30.599564,0.0,0.0,0.0,210317.4603,11904.7619,126.0,145.664,229.0,23.0,252.0,126.0,145.664,229.0,23.0,0.0,0.0,0.0,0.0,0.0,0,60,0,11904.762,0.0,53.0,13.25,26.5,702.25,0,0,17.666666,53,0,63840,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12084,2,1,467.0,6.0,467.0,233.5,330.21887,6.0,6.0,0.0,39142.6679907315,248.262164846077,6042.0,8403.257,11984.0,100.0,12084.0,12084.0,0.0,12084.0,12084.0,0.0,0.0,0.0,0.0,0.0,1,64,20,165.5081,82.75405,467.0,235.0,267.90173,71771.336,1,0,313.33334,467,6,48,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96748170,15,16,1206.0,6455.0,602.0,80.4,158.72519,1430.0,403.4375,566.9529,79.1849602943,0.3204194973,3224939.0,12494968.0,58789117.0,0.0,96748170.0,6910583.5,17932538.0,58869588.0,37.0,59469468.0,3964631.2,15170362.0,58800634.0,0.0,0,312,332,0.1550417,0.16537781,1430.0,239.40625,441.4531,194880.83,0,0,247.12903,1206,6455,8192,181,7,20,383071.5,431668.2,688307.0,77836.0,47991012.0,15270824.0,58789117.0,37192910.0
53481553,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037396072,53500000.0,0.0,53500000.0,53500000.0,53500000.0,53500000.0,0.0,53500000.0,53500000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.037396073,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,279,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2,2,64.0,96.0,32.0,32.0,0.0,48.0,48.0,0.0,888888.8889,22222.22222,60.0,100.45895,176.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,64,64,11111.111,11111.111,48.0,38.4,8.763561,76.8,0,0,48.0,64,96,0,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5926017,12,12,1554.0,4463.0,677.0,129.5,193.10643,1173.0,371.91666,508.67734,1015.3531452914,4.0499377575,257652.9,452209.44,1937403.0,3.0,5926017.0,538728.8,726782.7,2407483.0,3.0,5749032.0,522639.28,560822.25,1937403.0,55273.0,0,252,276,2.0249689,2.0249689,1173.0,240.68,391.01392,152891.89,0,0,250.70833,1554,4463,8192,64000,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371809,24,20,1912.0,2665.0,640.0,79.666664,133.83398,976.0,133.25,268.77124,12310.0839409482,118.3403306536,8646.721,14448.724,51373.0,5.0,371714.0,16161.479,19786.191,57208.0,185.0,371801.0,19568.475,27493.453,96550.0,9.0,0,776,648,64.54927,53.791058,976.0,101.71111,203.7372,41508.848,0,0,104.02273,1912,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34090.90909,44.0,5.656854,48.0,40.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,48.0,48.0,0,32,64,11363.637,22727.273,0.0,0.0,0.0,0.0,0,1,0.0,0,0,269,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24847,1,1,66.0,98.0,66.0,66.0,0.0,98.0,98.0,0.0,6600.39441381253,80.4926148025919,24847.0,0.0,24847.0,24847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,32,40.246307,40.246307,98.0,76.666664,18.475208,341.33334,0,0,115.0,66,98,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49870,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.104270935058594,49870.0,0.0,49870.0,49870.0,49870.0,49870.0,0.0,49870.0,49870.0,0.0,0.0,0.0,0.0,0.0,0,64,0,40.10427,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,225,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15752,5,2,935.0,272.0,935.0,187.0,418.1447,272.0,136.0,192.33304,76625.1875,444.38800048828125,2625.3333,6107.7046,15089.0,6.0,15752.0,3938.0,7667.0264,15437.0,6.0,15089.0,15089.0,0.0,15089.0,15089.0,0,124,40,317.42,126.968,935.0,150.875,330.8221,109443.266,0,0,172.42857,935,272,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4053520,3,1,54.0,0.0,53.0,18.0,30.315012,0.0,0.0,0.0,13.3217549192,0.9867966607,1351173.4,2312530.2,4021389.0,20.0,4053520.0,2026760.0,2866243.2,4053500.0,20.0,0.0,0.0,0.0,0.0,0.0,0,60,32,0.7400975,0.24669917,53.0,11.0,23.484037,551.5,0,0,13.75,54,0,254,1677,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209197,10,10,1994.0,2754.0,661.0,199.4,255.45567,1173.0,275.4,481.25604,2149.1971969906,9.0530631718,116273.52,217156.81,922358.0,3.0,2209197.0,245466.33,307531.25,982620.0,3.0,2078607.0,230956.33,279664.44,922406.0,30748.0,0,212,236,4.5265317,4.5265317,1173.0,226.09525,371.1024,137716.98,0,0,237.4,1994,2754,8192,62872,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65098672,10,10,383.0,816.0,377.0,38.3,119.00798,816.0,81.6,258.04187,18.4181944602,0.3072259293,3426246.0,4712667.0,10009445.0,22.0,60269932.0,6696659.0,4984690.0,10035735.0,26296.0,65072398.0,7230266.5,4422705.0,10040044.0,150.0,0,212,284,0.15361297,0.15361297,816.0,57.095238,192.29324,36976.69,0,0,59.95,383,816,8192,31,7,20,47194.168,51086.01,151473.0,26290.0,9997794.0,17061.564,10009445.0,9963510.0
679,1,1,36.0,52.0,36.0,36.0,0.0,52.0,52.0,0.0,129602.35640648,2945.5081001473,679.0,0.0,679.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1472.754,1472.754,52.0,41.333332,9.237604,85.333336,0,0,62.0,36,52,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395978,22,22,1928.0,2665.0,640.0,87.63636,137.78055,976.0,121.13636,258.64157,11599.129244554,111.1172842936,9208.791,21237.432,76039.0,5.0,395892.0,18852.0,30439.312,81560.0,227.0,395959.0,18855.191,36410.52,112705.0,10.0,0,712,712,55.558643,55.558643,976.0,102.066666,203.74097,41510.383,0,0,104.38636,1928,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4599009,3,2,1000.0,287.0,994.0,333.33334,572.162,287.0,143.5,202.93965,279.8428966,1.08719074,1149752.2,2254685.8,4531698.0,102.0,4564980.0,2282490.0,3180860.5,4531698.0,33282.0,4565829.0,4565829.0,0.0,4565829.0,4565829.0,0,72,52,0.6523144,0.4348763,994.0,214.5,398.5924,158875.9,0,0,257.4,1000,287,8192,130,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892098,8,9,1128.0,1655.0,661.0,141.0,222.62332,1173.0,183.88889,381.67245,962.2772119064,5.8780857357,180756.12,258391.4,937553.0,102.0,2892098.0,413156.84,755266.9,2120764.0,260.0,2740939.0,342617.38,288655.88,937553.0,134142.0,0,172,192,2.766158,3.1119277,1173.0,154.61111,301.508,90907.08,0,0,163.70589,1128,1655,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331454,10,8,1148.0,1618.0,677.0,114.8,210.09247,1173.0,202.25,403.7534,638.5846416,4.155648427,254791.4,272686.25,953662.0,47.0,4331454.0,481272.66,597741.0,2031735.0,123.0,3987247.0,569606.7,234925.47,953662.0,305915.0,0,212,172,2.3086936,1.8469548,1173.0,145.57895,297.65067,88595.92,0,0,153.66667,1148,1618,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266708,9,7,1148.0,1581.0,677.0,127.55556,218.69106,1173.0,225.85715,430.0986,1203.9486338779,7.058694812,151113.86,246441.38,953162.0,3.0,2266708.0,283338.5,375657.75,1171221.0,3.0,2108189.0,351364.84,319769.78,953162.0,154615.0,0,192,152,3.9705157,3.0881789,1173.0,160.52942,312.0441,97371.516,0,0,170.5625,1148,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2,2,94.0,350.0,47.0,47.0,0.0,175.0,175.0,0.0,2084507.04225352,18779.3427230047,71.0,119.515686,209.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,40,40,9389.671,9389.671,175.0,98.2,70.10849,4915.2,0,0,122.75,94,350,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11798749,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169509496,11800000.0,0.0,11800000.0,11800000.0,11800000.0,11800000.0,0.0,11800000.0,11800000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.1695095,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,2049,0,0,20,0.0,0.0,0.0,0.0,11800000.0,0.0,11800000.0,11800000.0
798063,3,6,26.0,11601.0,20.0,8.666667,10.263203,4380.0,1933.5,1757.7899,14569.02525,11.27730518,99757.875,272682.53,774324.0,15.0,23414.0,11707.0,15997.584,23019.0,395.0,797970.0,159594.0,343792.7,774324.0,15.0,0,72,132,3.7591016,7.5182033,4380.0,1162.7,1645.2418,2706820.5,0,0,1291.8889,26,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,3,4,161.0,488.0,161.0,53.666668,92.95339,488.0,122.0,244.0,749422.632794457,8083.1408775982,144.33333,106.54702,282.0,0.0,394.0,197.0,104.6518,271.0,123.0,646.0,215.33333,190.93803,364.0,0.0,0,72,92,3464.2031,4618.9375,488.0,81.125,173.78758,30202.125,0,0,92.71429,161,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370767,22,22,1960.0,2665.0,640.0,89.09091,137.95338,976.0,121.13636,258.64157,12474.1414419298,118.6729131773,8622.488,15265.731,66425.0,5.0,369603.0,17600.143,19687.965,66425.0,272.0,370760.0,17655.238,28157.201,102903.0,10.0,0,712,712,59.336456,59.336456,976.0,102.77778,203.7466,41512.676,0,0,105.11364,1960,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11365,1,1,30.0,158.0,30.0,30.0,0.0,158.0,158.0,0.0,16542.01496,175.9788825,11365.0,0.0,11365.0,11365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,87.98944,87.98944,158.0,72.666664,73.90083,5461.3335,0,0,109.0,30,158,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20219,1,1,35.0,87.0,35.0,35.0,0.0,87.0,87.0,0.0,6033.928483,98.91686038,20219.0,0.0,20219.0,20219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,49.45843,49.45843,87.0,52.333332,30.022215,901.3333,0,0,78.5,35,87,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254851,3,4,20.0,964.0,20.0,6.6666665,11.547006,964.0,241.0,482.0,784.1568441,5.578351533,209141.83,512089.94,1254441.0,4.0,370.0,185.0,179.60512,312.0,58.0,1254846.0,418282.0,724134.94,1254441.0,36.0,0,72,92,2.390722,3.1876295,964.0,123.0,339.8874,115523.43,0,0,140.57143,20,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109700,18,14,1639.0,5830.0,517.0,91.05556,167.83553,1418.0,416.42856,569.3359,68085.68824065634,291.7046490428441,3538.7097,8883.165,26772.0,1.0,109700.0,6452.9414,14560.487,51302.0,1.0,82780.0,6367.6924,12043.292,29234.0,1.0,0,592,464,164.08386,127.62078,1418.0,226.33333,417.5549,174352.11,0,0,233.40625,1639,5830,29200,244,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30576470,8,8,709.0,3695.0,388.0,88.625,145.57368,1460.0,461.875,652.74945,144.032322894,0.523278194,2038431.4,5331909.0,20333875.0,1.0,10123513.0,1446216.1,2317659.5,4860203.0,42346.0,30498189.0,4356884.0,7431387.5,20333875.0,1.0,0,172,172,0.2616391,0.2616391,1460.0,259.05884,484.73465,234967.69,0,0,275.25,709,3695,8192,7483,3,20,10242338.0,0.0,10242338.0,10242338.0,20333876.0,0.0,20333875.0,20333875.0
