Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,SYN Flag Count,URG Flag Count,Avg Packet Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
31263,4,2,280.0,304.0,70.0,70.0,0.0,152.0,152.0,0.0,18680.2290247257,191.920161212935,6252.6,13839.089,31008.0,3.0,31014.0,10338.0,17900.744,31008.0,3.0,3.0,3.0,0.0,3.0,3.0,0,80,40,127.94678,63.97339,152.0,93.42857,40.0119,1600.9524,0,0,109.0,280,304,0,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30397,1,1,50.0,190.0,50.0,50.0,0.0,190.0,190.0,0.0,7895.5160048689,65.7959667072409,30397.0,0.0,30397.0,30397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,20,32.897984,32.897984,190.0,96.666664,80.82904,6533.3335,0,0,145.0,50,190,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2,2,60.0,264.0,30.0,30.0,0.0,132.0,132.0,0.0,1270588.23529412,15686.2745098039,85.0,105.4846,204.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0,80,80,7843.137,7843.137,132.0,70.8,55.867702,3121.2,0,0,88.5,60,264,0,0,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53977970,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370521529,53977970.0,0.0,53977970.0,53977970.0,53977970.0,53977970.0,0.0,53977970.0,53977970.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.037052155,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,279,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591526,9,7,512.0,4471.0,194.0,56.88889,83.4827,1430.0,638.7143,695.47217,8423.9746012855,27.0486842506,39435.066,72849.98,263285.0,9.0,591526.0,73940.75,88294.09,263285.0,22.0,233129.0,38854.832,58335.445,130274.0,11.0,0,192,152,15.214885,11.833799,1430.0,293.11765,523.3341,273878.62,0,0,311.4375,512,4471,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,1,1,42.0,117.0,42.0,42.0,0.0,117.0,117.0,0.0,287522.6039783,3616.6365280289,553.0,0.0,553.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1808.3182,1808.3182,117.0,67.0,43.30127,1875.0,0,0,100.5,42,117,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2,2,94.0,220.0,47.0,47.0,0.0,110.0,110.0,0.0,1019480.51948052,12987.012987013,102.666664,137.41301,259.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,0,64,64,6493.5063,6493.5063,110.0,72.2,34.50652,1190.7,0,0,90.25,94,220,0,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1,1,68.0,196.0,68.0,68.0,0.0,196.0,196.0,0.0,880000.0,6666.6666666667,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3333.3333,3333.3333,196.0,110.666664,73.90083,5461.3335,0,0,166.0,68,196,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876130,7,5,364.0,582.0,103.0,52.0,49.217205,409.0,116.4,167.03532,1079.7484391586,13.6965975369,79648.18,90753.32,182415.0,61.0,876130.0,146021.67,71073.79,182484.0,1204.0,693654.0,173413.5,1418.8269,174824.0,172071.0,0,152,112,7.9896817,5.706916,409.0,72.76923,109.53322,11997.525,0,0,78.833336,364,582,8192,255,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38267,2,2,82.0,346.0,41.0,41.0,0.0,173.0,173.0,0.0,11184.5715629655,104.5287061959,12755.667,17444.742,32643.0,39.0,32643.0,32643.0,0.0,32643.0,32643.0,39.0,39.0,0.0,39.0,39.0,0,16,16,52.264355,52.264355,173.0,93.8,72.29938,5227.2,0,0,117.25,82,346,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0,31.0,0.0,31.0,15.5,21.920311,0.0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,40,0,2000000.0,0.0,31.0,20.666666,17.897858,320.33334,0,1,31.0,31,0,16434,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409917,11,7,1144.0,1581.0,677.0,104.0,202.09106,1173.0,225.85715,430.0986,617.9254620892,4.0817094744,259406.88,538591.0,2160318.0,88.0,4409917.0,440991.7,692914.06,2160318.0,132.0,4172473.0,695412.2,872883.25,2365423.0,154736.0,0,232,152,2.494378,1.5873314,1173.0,143.42105,298.47302,89086.15,0,0,151.38889,1144,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6117263,9,8,1148.0,1581.0,677.0,127.55556,218.69106,1173.0,197.625,406.1217,446.114545,2.779020618,382328.94,744420.56,3003674.0,99.0,6117263.0,764657.9,994527.2,3023694.0,338.0,5769493.0,824213.3,986207.25,3003674.0,348596.0,0,204,184,1.4712462,1.3077744,1173.0,151.61111,305.08267,93075.43,0,0,160.52942,1148,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,3,4,161.0,488.0,161.0,53.666668,92.95339,488.0,122.0,244.0,1158928.57142857,12500.0,93.333336,66.307365,181.0,22.0,295.0,147.5,58.68986,189.0,106.0,402.0,134.0,160.59888,318.0,22.0,0,72,92,5357.143,7142.857,488.0,81.125,173.78758,30202.125,0,0,92.71429,161,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,5,2,935.0,268.0,935.0,187.0,418.1447,268.0,134.0,189.50462,1014333.875,5902.1923828125,197.66667,229.0796,572.0,7.0,1186.0,296.5,426.31873,917.0,7.0,572.0,572.0,0.0,572.0,572.0,0,124,40,4215.8516,1686.3407,935.0,150.375,330.61584,109306.836,0,0,171.85715,935,268,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53616548,6,2,123.0,92.0,46.0,20.5,23.114931,46.0,46.0,0.0,4.009956031,0.149207666,7659507.0,20200000.0,53500000.0,18.0,53600000.0,10700000.0,23900000.0,53500000.0,18.0,69488.0,69488.0,0.0,69488.0,69488.0,1,132,40,0.11190575,0.037301917,46.0,29.0,22.28228,496.5,1,0,32.625,123,92,253,127,2,20,86207.0,0.0,86207.0,86207.0,53500000.0,0.0,53500000.0,53500000.0
46170341,26,55,2330.0,66515.0,787.0,89.61539,252.61118,1460.0,1209.3636,536.0521,1491.1087617915,1.7543730076,577129.25,2276564.2,10077897.0,0.0,40335145.0,1613405.8,3753756.8,10077897.0,102.0,46153484.0,854694.1,2740330.8,10094876.0,0.0,0,532,1160,0.56313205,1.1912409,1460.0,839.5732,702.3903,493352.16,0,0,849.9383,2330,66515,8192,34,7,20,56052.75,78122.17,173236.0,16962.0,10027734.0,33712.285,10077897.0,10004991.0
3971968,5,3,935.0,320.0,935.0,187.0,418.1447,320.0,106.666664,184.75209,315.9642639160156,2.0141148567199707,567424.0,1458701.1,3874509.0,7.0,3971968.0,992992.0,1921513.1,3874516.0,22.0,94265.0,47132.5,66108.12,93878.0,387.0,0,168,104,1.2588218,0.7552931,935.0,139.44444,316.54822,100202.78,0,0,156.875,935,320,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316783,24,22,1912.0,2665.0,640.0,79.666664,133.83398,976.0,121.13636,258.64157,14448.376333326,145.2098123952,7039.622,12136.442,43996.0,4.0,316736.0,13771.131,18127.656,52372.0,268.0,316774.0,15084.477,20955.879,66954.0,11.0,0,776,712,75.76164,69.44817,976.0,97.38298,200.33662,40134.76,0,0,99.5,1912,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,3,4,148.0,241.0,148.0,49.333332,85.44784,241.0,60.25,120.5,410337.552742616,7383.9662447257,158.0,79.29439,256.0,57.0,486.0,243.0,123.03658,330.0,156.0,692.0,230.66667,179.2382,415.0,57.0,0,72,92,3164.557,4219.409,241.0,48.625,93.403786,8724.268,0,0,55.57143,148,241,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50650,1,1,43.0,71.0,43.0,43.0,0.0,71.0,71.0,0.0,2250.740375,39.48667325,50650.0,0.0,50650.0,50650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,19.743336,19.743336,71.0,52.333332,16.165808,261.33334,0,0,78.5,43,71,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2,2,102.0,134.0,51.0,51.0,0.0,67.0,67.0,0.0,1430303.03,24242.42424,55.0,51.0,106.0,4.0,55.0,55.0,0.0,55.0,55.0,4.0,4.0,0.0,4.0,4.0,0,40,40,12121.212,12121.212,67.0,57.4,8.763561,76.8,0,0,71.75,102,134,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,5,2,935.0,291.0,935.0,187.0,418.1447,291.0,145.5,205.76807,972244.25,5551.14990234375,210.16667,281.6064,729.0,6.0,1261.0,315.25,491.67563,1042.0,6.0,729.0,729.0,0.0,729.0,729.0,0,124,40,3965.1072,1586.0428,935.0,153.25,331.88242,110145.93,0,0,175.14285,935,291,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22046,2,2,80.0,112.0,40.0,40.0,0.0,56.0,56.0,0.0,8709.0628685476,181.4388097614,7348.6665,12024.186,21233.0,405.0,21641.0,21641.0,0.0,21641.0,21641.0,21638.0,21638.0,0.0,21638.0,21638.0,0,16,16,90.719406,90.719406,56.0,46.4,8.763561,76.8,0,0,58.0,80,112,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167615,9,7,512.0,4472.0,194.0,56.88889,83.4827,1430.0,638.8571,695.62067,29734.8089371476,95.4568505205,11174.333,21508.346,71310.0,0.0,167615.0,20951.875,26795.486,71310.0,16.0,102982.0,17163.666,32708.627,83158.0,0.0,0,192,152,53.694477,41.76237,1430.0,293.17648,523.4494,273999.28,0,0,311.5,512,4472,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383206,22,22,2008.0,2665.0,640.0,91.27273,138.18214,976.0,121.13636,258.64157,12194.4854725657,114.8207491532,8911.768,20317.602,93367.0,4.0,383157.0,18245.572,26341.387,93367.0,290.0,383199.0,18247.572,36707.75,131317.0,12.0,0,712,712,57.410374,57.410374,976.0,103.844444,203.75029,41514.18,0,0,106.204544,2008,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3,0,31.0,0.0,31.0,10.333333,17.897858,0.0,0.0,0.0,186746.988,18072.28916,83.0,94.75231,150.0,16.0,166.0,83.0,94.75231,150.0,16.0,0.0,0.0,0.0,0.0,0.0,0,60,0,18072.29,0.0,31.0,7.75,15.5,240.25,0,0,10.333333,31,0,252,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10040,3,4,326.0,129.0,326.0,108.666664,188.21619,112.0,32.25,53.767246,45318.7251,697.2111554,1673.3334,3699.037,9215.0,1.0,535.0,267.5,303.34882,482.0,53.0,9580.0,3193.3333,5218.0737,9215.0,1.0,0,72,92,298.80478,398.40637,326.0,56.875,115.406654,13318.696,0,0,65.0,326,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25330461,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078956321,25300000.0,0.0,25300000.0,25300000.0,25300000.0,25300000.0,0.0,25300000.0,25300000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.07895632,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,252,0,0,20,0.0,0.0,0.0,0.0,25300000.0,0.0,25300000.0,25300000.0
47788,2,2,84.0,148.0,42.0,42.0,0.0,74.0,74.0,0.0,4854.775257,83.70302168,15929.333,27583.486,47780.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,40,64,41.85151,41.85151,74.0,54.8,17.527122,307.2,0,0,68.5,84,148,0,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16529,3,4,248.0,935.0,248.0,82.666664,143.18286,935.0,233.75,467.5,71571.1796875,423.49810791015625,2754.8333,6289.174,15584.0,6.0,15935.0,7967.5,10771.357,15584.0,351.0,16523.0,5507.6665,9034.491,15935.0,20.0,0,72,92,181.49918,241.99892,935.0,147.875,329.6736,108684.695,0,0,169.0,248,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006672,14,8,1441.0,1731.0,725.0,102.92857,191.14894,1179.0,216.375,405.46478,791.6794786296,5.4908412768,190793.9,259478.64,953135.0,3.0,4006672.0,308205.53,354299.25,1267068.0,3.0,3946448.0,563778.3,336798.5,953135.0,107837.0,0,292,172,3.4941716,1.9966695,1179.0,137.91304,278.8947,77782.266,0,0,144.18182,1441,1731,8192,62559,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4301311,5,3,935.0,326.0,935.0,187.0,418.1447,326.0,108.666664,188.21619,293.16644287109375,1.8598980903625488,614473.0,1584366.0,4207159.0,5.0,4301311.0,1075327.8,2088017.0,4207166.0,26.0,53738.0,26869.0,32750.357,50027.0,3711.0,0,168,104,1.1624362,0.6974618,935.0,140.11111,316.98203,100477.61,0,0,157.625,935,326,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4175798,5,3,935.0,351.0,935.0,187.0,418.1447,351.0,117.0,202.64995,307.965087890625,1.9158015251159668,596542.56,1553890.4,4120362.0,4.0,4175798.0,1043949.5,2050986.4,4120366.0,25.0,29419.0,14709.5,1393.7075,15695.0,13724.0,0,168,104,1.1973759,0.7184256,935.0,142.88889,318.91827,101708.86,0,0,160.75,935,351,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51053,2,2,84.0,192.0,42.0,42.0,0.0,96.0,96.0,0.0,5406.146554,78.34995005,17017.666,29468.535,51045.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,64,40,39.174976,39.174976,96.0,63.6,29.577019,874.8,0,0,79.5,84,192,0,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043808,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785655013,2043808.0,0.0,2043808.0,2043808.0,2043808.0,2043808.0,0.0,2043808.0,2043808.0,0.0,0.0,0.0,0.0,0.0,0,64,0,0.9785655,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,221,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30079,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.49156951904297,30079.0,0.0,30079.0,30079.0,30079.0,30079.0,0.0,30079.0,30079.0,0.0,0.0,0.0,0.0,0.0,0,40,0,66.49157,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,32738,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412632,3,4,20.0,964.0,20.0,6.6666665,11.547006,964.0,241.0,482.0,696.5720726,4.955289134,235438.67,576375.94,1411961.0,3.0,646.0,323.0,442.64883,636.0,10.0,1412627.0,470875.66,815003.9,1411961.0,22.0,0,72,92,2.1236954,2.8315938,964.0,123.0,339.8874,115523.43,0,0,140.57143,20,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5518726,5,6,935.0,1432.0,935.0,187.0,418.1447,358.0,238.66667,184.8704,428.9033508300781,1.9932136535644531,551872.6,1404662.1,4525942.0,6.0,5518726.0,1379681.5,2145591.5,4525948.0,55.0,969545.0,193909.0,180710.53,463538.0,20337.0,0,168,200,0.9060062,1.0872074,935.0,197.25,289.198,83635.48,0,0,215.18182,935,1432,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96923044,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206349276442452,96923040.0,0.0,96923040.0,96923040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,0.010317463,0.010317463,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,17009,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37393607,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053485078,37400000.0,0.0,37400000.0,37400000.0,37400000.0,37400000.0,0.0,37400000.0,37400000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.053485077,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,2049,0,0,20,0.0,0.0,0.0,0.0,37400000.0,0.0,37400000.0,37400000.0
32944513,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060708137,32900000.0,0.0,32900000.0,32900000.0,32900000.0,32900000.0,0.0,32900000.0,32900000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.060708135,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,2049,0,0,20,0.0,0.0,0.0,0.0,32900000.0,0.0,32900000.0,32900000.0
32956,1,1,58.0,124.0,58.0,58.0,0.0,124.0,124.0,0.0,5522.514868,60.68697657,32956.0,0.0,32956.0,32956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,30.343489,30.343489,124.0,80.0,38.105118,1452.0,0,0,120.0,58,124,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16774,5,2,935.0,284.0,935.0,187.0,418.1447,284.0,142.0,200.81833,72671.9921875,417.3125,2795.6667,6458.184,15973.0,3.0,16774.0,4193.5,8088.0312,16322.0,3.0,15973.0,15973.0,0.0,15973.0,15973.0,0,124,40,298.08035,119.23215,935.0,152.375,331.47632,109876.555,0,0,174.14285,935,284,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12891,1,1,38.0,70.0,38.0,38.0,0.0,70.0,70.0,0.0,8377.9380963463,155.1470017842,12891.0,0.0,12891.0,12891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,77.5735,77.5735,70.0,48.666668,18.475208,341.33334,0,0,73.0,38,70,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76965,2,2,58.0,258.0,29.0,29.0,0.0,129.0,129.0,0.0,4105.7623595141,51.9716754369,25655.0,22230.633,39260.0,1.0,37704.0,37704.0,0.0,37704.0,37704.0,1.0,1.0,0.0,1.0,1.0,0,16,16,25.985838,25.985838,129.0,69.0,54.772255,3000.0,0,0,86.25,58,258,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002093,4,0,2064.0,0.0,516.0,516.0,0.0,0.0,0.0,0.0,687.5203399761433,1.3324037596436886,1000697.7,1733256.6,3002090.0,1.0,3002093.0,1000697.7,1733256.6,3002090.0,1.0,0.0,0.0,0.0,0.0,0.0,0,38,0,1.3324038,0.0,516.0,516.0,0.0,0.0,0,0,645.0,2064,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,1333333.33333333,222222.222222222,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,111111.11,111111.11,6.0,6.0,0.0,0.0,0,0,9.0,6,6,64209,32604,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,5,0,37.0,0.0,37.0,7.4,16.546904,0.0,0.0,0.0,22811.34402,3082.614057,405.5,501.43427,1036.0,1.0,1622.0,405.5,501.43427,1036.0,1.0,0.0,0.0,0.0,0.0,0.0,0,160,0,3082.614,0.0,37.0,6.1666665,15.105186,228.16667,0,0,7.4,37,0,65160,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16162,3,4,333.0,935.0,333.0,111.0,192.25764,935.0,233.75,467.5,78455.6328125,433.1147155761719,2693.6667,5991.898,14902.0,3.0,15183.0,7591.5,10338.608,14902.0,281.0,16154.0,5384.6665,8493.904,15178.0,25.0,0,72,92,185.62059,247.49413,935.0,158.5,334.69302,112019.43,0,0,181.14285,333,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5165808,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774322236,1721936.0,2962031.8,5142169.0,129.0,5165808.0,2582904.0,3619347.2,5142169.0,23639.0,0.0,0.0,0.0,0.0,0.0,0,72,32,0.5807417,0.19358055,0.0,0.0,0.0,0.0,0,0,0.0,0,0,8192,14600,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71021,1,1,50.0,101.0,50.0,50.0,0.0,101.0,101.0,0.0,2126.13170752313,28.160684867856,71021.0,0.0,71021.0,71021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,14.080342,14.080342,101.0,67.0,29.444864,867.0,0,0,100.5,50,101,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
